geometry;name;indexOfID;id
MULTIPOLYGON(((7180349.68503141 665334.742867197,7180392.8028882 665358.824658082,7180382.72020752 665379.574628675,7180349.68503141 665334.742867197)));Jardinete Santa Edwiges;566;1694
MULTIPOLYGON(((7180436.99134295 665484.517674812,7180471.46891445 665515.692827217,7180454.031356 665538.131648977,7180436.99134295 665484.517674812)));Praça Nelson Lins Júnior;567;1695
MULTIPOLYGON(((7180716.28943656 665319.914121389,7180731.78395393 665321.121057468,7180753.91903015 665331.811836508,7180773.2939115 665332.775098648,7180787.46584248 665342.402254142,7180798.30339872 665343.943865722,7180820.89939529 665344.222929264,7180872.59841445 665329.194892285,7180907.67245241 665332.735176126,7180919.93941829 665353.088293897,7180942.87352319 665424.645541252,7180911.15160787 665463.611090057,7180775.99082385 665580.675657196,7180751.7957469 665629.064936433,7180605.31738129 665496.714218091,7180478.96749923 665393.905935599,7180468.45221207 665384.213488136,7180640.63419435 665346.129324489,7180716.28943656 665319.914121389)));Vila Pedro Machado;568;1697
MULTIPOLYGON(((7180938.52471423 665692.12090543,7180980.25299073 665730.86883394,7180948.25932975 665772.917553728,7180927.14145309 665803.566996513,7180921.58412081 665812.196266512,7180918.61335439 665816.815215441,7180895.20287843 665797.319126088,7180928.43183918 665758.403163962,7180901.25204542 665734.647222633,7180915.4519635 665718.72400531,7180919.42319571 665721.880336832,7180922.86536847 665723.029058516,7180926.14661945 665721.963557906,7180928.35805533 665719.617809709,7180928.7643967 665716.324603462,7180926.98854621 665713.014443485,7180924.6363476 665711.517213446,7180922.2860169 665710.764120807,7180938.52471423 665692.12090543)));Praça Matias Aleonor Martins;569;1699
MULTIPOLYGON(((7180996.19028857 665715.992691854,7181042.59310261 665846.918872214,7180991.4095808 665869.463159745,7180921.58412081 665812.196266512,7180948.25932975 665772.917553728,7180980.25299073 665730.86883394,7180996.19028857 665715.992691854)));Kimadeiras;570;1700
MULTIPOLYGON(((7181057.32330613 665665.565855018,7181137.46486263 665668.980861095,7181182.48290814 665794.58157829,7181042.59310261 665846.918872214,7180996.19028857 665715.992691854,7181057.32330613 665665.565855018)));Efitrans;571;1703
MULTIPOLYGON(((7181242.15645707 665667.852706989,7181274.13312627 665761.435940108,7181182.48290814 665794.58157829,7181137.46486263 665668.980861095,7181242.15645707 665667.852706989)));NHS Energia;572;1704
MULTIPOLYGON(((7182324.19897421 661316.761513237,7182431.71364296 661333.030254371,7182466.83617789 661390.51376565,7182506.80364807 661346.505178791,7182619.87146134 661359.753772287,7182654.47376593 661416.276482467,7182723.85431263 661436.541879537,7182707.95424828 661498.40001957,7182815.82130007 661530.453772407,7182785.832692 661570.017515834,7182767.67926796 661573.419033533,7182765.83721305 661579.189496983,7182773.79103849 661660.936078257,7182719.44599308 661685.452298135,7182590.63754474 661736.373237642,7182505.38848224 661775.268584269,7182417.92645898 661810.264927501,7182333.79391117 661835.576441741,7182298.45242229 661628.440416083,7182326.94927142 661623.484513905,7182315.14555073 661533.950830025,7182322.55423958 661453.287328222,7182340.34039963 661447.266718731,7182324.19897421 661316.761513237)));Condomínio Residencial Torres;573;1720
MULTIPOLYGON(((7182922.63250439 661557.275745066,7182933.08741689 661559.332715692,7182932.03522839 661565.74635919,7182921.39618479 661564.260403671,7182922.63250439 661557.275745066)));Módulo Policial;574;1722
MULTIPOLYGON(((7182911.99121678 661451.198678157,7183020.05457947 661478.920238078,7183010.50627556 661517.453876861,7182983.93516891 661509.701556472,7182978.36995064 661518.313570787,7182971.00728252 661548.294898815,7182949.90770312 661544.299365335,7182948.41340687 661552.467638906,7182909.15794399 661541.052514614,7182913.3643242 661527.536550823,7182916.76306127 661515.770791347,7182918.19803508 661502.412490257,7182911.69631768 661458.204737252,7182911.99121678 661451.198678157)));Colégio Estadual Professora Edithe;575;1723
MULTIPOLYGON(((7183544.31053056 662979.488325461,7183624.83996303 662987.397141621,7183620.27259645 663067.811305196,7183561.57854676 663062.581432323,7183562.99622812 663019.804384885,7183542.94422311 663018.051882721,7183544.31053056 662979.488325461)));Praça José Fressato;576;1724
MULTIPOLYGON(((7183549.05442159 662933.7245049,7183548.52296567 662968.325549087,7183496.93260019 662965.606315735,7183489.33317799 663062.14499698,7183483.07799752 663348.391972202,7183412.59128528 663341.810264993,7183420.89498123 663251.284937968,7183406.08914462 663057.008704084,7183400.49533493 662970.437893473,7183449.19352268 662965.025840076,7183549.05442159 662933.7245049)));Vila São José;577;1725
MULTIPOLYGON(((7183777.99203542 663547.73721693,7183786.08552813 663618.913117344,7183756.75175877 663623.382696127,7183748.45812041 663550.454483835,7183777.99203542 663547.73721693)));Fundação de Ação Social (F.A.S.);578;1726
MULTIPOLYGON(((7183426.72056495 663567.58862611,7183760.52197379 664471.225825476,7183862.18137296 664437.24099337,7183865.90125949 664451.880382779,7183945.14599255 664427.225337009,7183970.47272904 664498.373101054,7184018.22071097 664472.969564243,7184027.06444956 664589.125535319,7184040.06625896 664643.56746073,7182952.33147484 665042.50511558,7182952.51179315 664798.331805378,7182797.30320203 664436.21373848,7182920.72256957 664360.490509389,7182877.43142932 664252.822541302,7182825.61256437 664177.444217609,7182756.7018548 664110.043452745,7182673.95173537 663987.654292844,7182728.11650485 663900.400336749,7182822.12319389 663797.260169618,7182872.27049383 663749.469149465,7182914.45234774 663686.273754506,7182958.28495641 663662.954006639,7183019.86285806 663635.23462069,7183026.98843167 663631.409443802,7183056.10032323 663682.301710824,7183153.52593046 663618.361679627,7183344.20050475 663571.207845366,7183426.72056495 663567.58862611)));Volvo do Brasil;579;1729
MULTIPOLYGON(((7185161.97420369 662211.767782437,7185216.432139 662230.179873353,7185249.51658189 662252.598401013,7185245.47207106 662261.843645489,7185241.38751053 662271.651683312,7185201.21452848 662253.703908802,7185148.04297393 662242.509221918,7185112.11021628 662241.259793094,7185094.10802315 662260.535416546,7185073.24203327 662283.025231483,7185050.51127447 662292.08444844,7185004.0063495 662330.508226108,7184999.93088694 662367.011301821,7185000.11995758 662418.180939471,7184999.23463587 662491.265014184,7184988.38002254 662520.37340983,7184965.49647038 662542.023477875,7184937.77252715 662563.614795815,7184929.23505749 662601.69302984,7184935.38074768 662626.571603107,7184944.25563399 662652.94177588,7184936.15110693 662673.57388235,7184921.99396672 662695.450187871,7184893.56011983 662693.355064787,7184864.66554776 662683.579821265,7184821.60912642 662689.675864973,7184799.3370269 662711.121569143,7184805.53382896 662737.247825108,7184825.03223711 662768.182513852,7184845.5554837 662807.769869549,7184868.95087189 662833.421140676,7184883.77882671 662871.26987002,7184897.72109083 662919.095928187,7184926.92802042 663031.682741359,7184928.91244944 663057.074245621,7184878.59958954 663108.725943314,7184838.22950768 663158.969357027,7184814.08821183 663195.579747663,7184790.28072481 663267.549159518,7184785.95410851 663308.997211529,7184769.57148838 663397.974904677,7184744.44652407 663527.934103028,7183890.08689255 663506.259143841,7183836.86972637 663529.738309801,7183793.2857542 663543.609102167,7183776.90101788 663544.545702344,7183735.06322145 663546.951929805,7183656.62702781 663556.344065035,7183615.29147562 663569.336806448,7183604.3043028 663575.508759452,7183593.11404759 663556.56472743,7183479.71214663 663547.175199087,7183450.5774903 663550.762160289,7183406.5218005 663566.969988344,7183359.25946314 663560.901886806,7183325.80788523 663551.492377045,7183304.48588553 663511.284774801,7183285.74219108 663488.558054244,7183184.88632779 663501.397625063,7183155.5871395 663518.469167391,7183104.08970923 663566.225485145,7183072.04391442 663593.209696678,7183040.22191753 663620.005426127,7183026.63012589 663625.370840755,7182961.52043173 663651.106151656,7182908.02554049 663679.145315974,7182881.6946294 663717.100391847,7182868.1627581 663736.596358562,7182821.70431183 663784.402328065,7182770.7226148 663836.094950834,7182719.05624856 663898.459160985,7182673.41538024 663968.117418687,7182662.42145126 663988.398164695,7182707.51699392 664053.816670066,7182751.59569888 664116.306681305,7182825.61057605 664187.551406051,7182827.53684486 664190.370836577,7182868.68332319 664250.724024799,7182910.98583297 664349.579913162,7182782.0842921 664426.090737589,7182729.02140873 664457.591373953,7182698.02851061 664480.764095136,7182616.12950541 664542.010201977,7182579.37835256 664569.486487946,7182552.29400966 664591.90215813,7182509.28003968 664641.305314297,7182504.38146549 664657.697900517,7182503.62177435 664676.243203592,7182508.93334037 664689.342001903,7182502.60140236 664685.35210233,7182487.05225199 664684.084896631,7182476.24626947 664689.88551478,7182456.74116528 664705.826939958,7182436.56063116 664732.550818801,7182423.36474242 664758.827516179,7182411.88112143 664776.48656119,7182398.34809195 664786.034825353,7182366.64527537 664789.416094311,7182340.53886007 664787.234488388,7182313.5912538 664784.992256675,7182292.20478491 664778.252756426,7182260.18253058 664764.373046357,7182244.148211 664759.318527772,7182220.81397417 664755.119549864,7182192.66056472 664758.14220976,7182181.46442672 664761.43376236,7182146.88636857 664771.607959912,7182126.37969671 664781.603223889,7182083.8817753 664790.794919546,7182056.46323668 664795.314837916,7182025.34953396 664794.932046292,7182002.85334344 664791.950115935,7181985.02606784 664775.952400045,7181961.73474487 664776.369814918,7181928.71105317 664756.544859266,7181900.87953598 664725.289544019,7181885.11710343 664698.124815611,7181868.12110171 664683.887367988,7181845.93078092 664682.156372431,7181786.42252177 664722.423724171,7181750.52372902 664767.918725762,7181715.27747011 664812.586859384,7181684.79125946 664851.229407979,7181677.9828325 664859.854192329,7181633.82317297 664915.825747682,7181606.66380944 664942.471709426,7181566.25462184 664973.640457846,7181543.77198065 664995.637572265,7181517.84424569 665010.422235923,7181484.51514189 665015.411620072,7181418.48101913 665013.401269818,7181366.01256986 665011.799418428,7181326.52274442 665010.598834858,7181313.08970999 665007.517109542,7181270.72500572 664997.783944975,7181215.5679566 664985.117819203,7181190.0603537 664986.482841276,7181181.42295695 664990.690328937,7181177.16960346 664995.132835356,7181164.5777862 665008.291463628,7181140.54846683 665042.516610094,7181129.7231692 665074.129048776,7181126.22953627 665103.2073068,7181124.93335623 665113.991154232,7181127.76738609 665165.350454046,7181128.90772329 665203.123730811,7181122.39968031 665233.170348522,7181109.7609712 665257.288853453,7181069.73073033 665295.378420799,7180964.81740529 665395.212408742,7180941.33163718 665423.912543701,7180930.22284604 665414.735322974,7180924.97511643 665405.499803256,7180915.59224932 665372.291013695,7180909.08886942 665345.422672128,7180901.16046486 665336.164148939,7180890.68611771 665332.123192982,7180885.32684563 665331.916234591,7180873.68423665 665331.873016872,7180855.07366013 665331.814139843,7180838.56012396 665339.564119366,7180820.81324126 665343.125816458,7180799.33813007 665344.479529664,7180780.36473375 665343.299989902,7180762.75120368 665336.06375438,7180749.90254553 665333.210218234,7180738.2193385 665323.895382029,7180718.6401311 665319.742041312,7180685.5904457 665328.102217005,7180643.56811776 665342.686406973,7180596.7097189 665357.753747934,7180532.22468435 665369.335253633,7180469.4604569 665380.61611646,7180448.53161757 665384.379635504,7180423.74115266 665376.109632652,7180392.8028882 665358.824658082,7180349.68503141 665334.742867197,7180283.17204635 665290.764868365,7180264.95345415 665289.463997375,7180224.82911803 665323.487474088,7180201.56796059 665339.388757683,7180184.68905494 665359.672378754,7180172.18329264 665373.00164295,7180147.2068626 665395.920073983,7180104.49286257 665401.917908293,7180071.22949503 665415.905504832,7180040.28089966 665426.352143943,7180011.75017401 665422.228914593,7179813.36109214 665332.672543637,7179766.1874364 665311.377059336,7179692.2319788 665277.997038268,7179621.69166324 665246.157665934,7179624.74401974 665196.334653155,7179626.52168225 665167.198294028,7179626.72715389 665160.424038621,7179628.05936672 665117.10521419,7179628.31491178 665108.964153548,7179631.08416109 665071.273516329,7179632.19013635 665056.155008894,7179630.00285035 665021.52015912,7179626.79437858 664970.865852396,7179630.45631617 664935.317794515,7179641.00558056 664863.16543069,7179642.77720326 664840.755488502,7179655.336125 664832.062155419,7179692.98051013 664823.898982012,7179747.54139941 664810.323545759,7179773.77430199 664796.841547675,7179810.68729128 664761.702462223,7179820.57171075 664743.484368155,7179830.76363981 664699.379147449,7179837.63692725 664662.97517014,7179857.166936 664559.460741738,7179866.18874366 664523.977933613,7179879.39102155 664497.173430275,7179934.82665448 664438.521574647,7179966.4328583 664397.916504252,7179987.1712407 664369.042459369,7179999.37613674 664336.825892192,7180011.8611236 664280.88332517,7180026.01810916 664263.803003125,7180055.81680333 664196.207977036,7180083.62509363 664115.637593902,7180092.91014462 664058.579440415,7180095.6935115 664006.830969106,7180084.48071953 663958.148704178,7180071.96665935 663928.866507537,7180245.0785778 663620.569749802,7180221.92778034 663607.687906609,7180183.74727336 663582.757608873,7180146.9512441 663524.301283389,7180118.47308987 663465.062052539,7180092.82165545 663406.561438821,7180048.65254839 663357.628432826,7179911.79167579 663245.255792406,7179887.76569458 663186.02226635,7179839.65400486 663071.486532738,7179785.31761071 662988.618184543,7179874.522411 662813.517178972,7180038.46993794 662721.20812989,7180448.95242955 662710.482398734,7181074.44893975 662588.398558911,7181658.75447404 662533.930535752,7182011.93914922 662525.113307895,7182419.68665174 662528.753106107,7182914.66938584 662539.997365141,7183337.76425494 662677.452135836,7183459.46889462 662634.385580004,7183517.41239665 662691.41995971,7183797.88374126 662557.256976551,7184363.43661031 662447.502717859,7184539.72683644 662441.451344275,7184564.89910911 662425.643182896,7184619.24535496 662369.11077103,7184655.02212505 662339.329189315,7184689.56774215 662322.477467451,7184710.48707163 662341.348491134,7184732.13574757 662352.131513079,7184761.00691308 662361.111063243,7184777.92911605 662355.109994304,7184771.80716802 662329.145864173,7184770.17885897 662312.66075461,7184796.73340997 662308.938742096,7184813.78410328 662318.861446832,7184833.3342688 662326.380317837,7184856.59841484 662329.085989291,7184863.54109539 662313.790819639,7184872.10101569 662289.352050546,7184893.38409167 662304.717285625,7184915.16340527 662304.709305107,7184934.70249192 662286.599267519,7184963.73032805 662282.635485202,7184980.88558549 662283.919334117,7184995.71114152 662273.577608184,7185011.89446183 662267.295785413,7185044.3413652 662272.818205483,7185064.71362999 662245.35355943,7185088.7673093 662237.738566168,7185097.37082001 662221.588081983,7185161.97420369 662211.767782437)));Augusta;580;1708
MULTIPOLYGON(((7182361.55633275 665390.247436651,7182464.72283985 665638.072046429,7182290.28641374 665730.316743102,7182222.88188428 665589.183711028,7182369.5895042 665521.978259998,7182324.27241333 665411.368650019,7182361.55633275 665390.247436651)));Seccional Brasil;581;1715
MULTIPOLYGON(((7182173.13197948 665485.02680631,7182222.88188428 665589.183711028,7182290.28641374 665730.316743102,7182133.65605144 665814.160909997,7182004.75354678 665564.946453464,7182173.13197948 665485.02680631)));Electrolux;582;1717
MULTIPOLYGON(((7183024.96991579 665146.867557219,7183020.32324661 665313.477153208,7182929.3491649 665350.330320709,7182881.21959903 665192.756146443,7183024.96991579 665146.867557219)));Romplas;583;1736
MULTIPOLYGON(((7182862.94389313 665193.395737628,7182959.10735366 665513.451623689,7182919.7569667 665544.906846141,7182894.23511661 665524.105302627,7182843.68803958 665539.149722744,7182796.67607447 665462.618559611,7182678.0800174 665503.352714751,7182666.82860611 665442.932756264,7182592.26746677 665461.301045294,7182571.49550905 665298.898584284,7182862.94389313 665193.395737628)));Randon Rodoparaná;584;1740
MULTIPOLYGON(((7182969.76853756 665583.067934518,7183029.05013721 665671.599543192,7183052.93893832 665728.587263562,7182968.75422381 665772.622137378,7182967.91876238 665772.993972546,7183027.25034158 665897.662576077,7182982.3258728 665916.657487939,7183000.9965497 665969.115521741,7182935.96198768 665996.409595478,7182847.5942566 666029.267478074,7182814.15540677 666036.818300457,7182771.95103376 665982.892656884,7182759.00803313 665954.57276237,7182747.37185257 665910.177953405,7182736.77099775 665800.023532737,7182718.54803268 665732.818797745,7182818.279163 665667.867208257,7182969.76853756 665583.067934518)));Vila Colibri;585;1743
MULTIPOLYGON(((7183170.38673841 665084.383844858,7183156.01386246 665470.988155273,7183039.918747 665535.268132558,7183011.31060312 665532.93346968,7183020.32324661 665313.477153208,7183024.96991579 665146.867557219,7183170.38673841 665084.383844858)));Neodent;586;1745
MULTIPOLYGON(((7183297.78783539 665038.28149355,7183290.64846815 665188.852406926,7183281.71472192 665403.003778368,7183156.01386246 665470.988155273,7183170.38673841 665084.383844858,7183297.78783539 665038.28149355)));Zhengchang;587;1747
MULTIPOLYGON(((7183373.03660562 665011.681087916,7183422.51782906 665165.847153138,7183290.64846815 665188.852406926,7183297.78783539 665038.28149355,7183373.03660562 665011.681087916)));Nordtech;588;1748
MULTIPOLYGON(((7183438.62262164 664989.788973553,7183496.63061241 665153.243224447,7183422.51782906 665165.847153138,7183373.03660562 665011.681087916,7183438.62262164 664989.788973553)));Recapadora Taquarense;589;1751
MULTIPOLYGON(((7183323.2552294 665578.142744869,7183456.34171789 665696.071664318,7183480.59930584 665709.798338438,7183493.97097284 665734.856029797,7183505.47395964 665726.479545948,7183524.8833669 665764.063211331,7183480.09555917 665829.345768843,7183470.77699041 665818.750545505,7183423.27599069 665735.289286966,7183271.34885978 665613.536907161,7183323.2552294 665578.142744869)));Praça Major Antônio Alves de Rocha Loures;590;1756
MULTIPOLYGON(((7183551.62277606 665763.428393115,7183619.4380163 665877.566198378,7183620.9572319 665884.605222505,7183584.44476586 665886.305653526,7183509.28566062 665809.712549709,7183537.61663417 665774.449229137,7183551.62277606 665763.428393115)));Praça Major Antônio Alves de Rocha Loures;591;1757
MULTIPOLYGON(((7183857.44990012 665231.915416966,7183871.2365511 665236.862800738,7183873.72995011 665238.59330061,7183894.04181623 665245.320900709,7183914.67939095 665247.194613047,7183928.08959481 665247.631486245,7183927.19460878 665254.630752137,7183922.30206024 665259.699922601,7183910.99084341 665263.332151895,7183821.61271398 665287.585791081,7183782.792903 665303.028464647,7183739.3065084 665326.771418557,7183716.49651132 665261.205791109,7183767.29081435 665254.821833757,7183817.11937253 665238.710135979,7183842.95189471 665232.551384697,7183857.44990012 665231.915416966)));Praça Doutor Ewaldo Riedel;592;1766
MULTIPOLYGON(((7183989.52734812 664805.90375708,7184017.38473971 664888.207744995,7183974.62925516 664902.134949691,7183973.74195252 664899.519056359,7183947.07158991 664820.689780073,7183989.52734812 664805.90375708)));Havan CIC;593;1767
MULTIPOLYGON(((7184003.70201516 664802.728757695,7184007.62035403 664813.810391675,7184025.09212709 664863.228280447,7184074.39610219 664846.484739825,7184076.26010177 664867.870652378,7184017.38473971 664888.207744995,7183989.52734812 664805.90375708,7183999.62522824 664803.634133856,7184003.70201516 664802.728757695)));JK Mall;594;1770
MULTIPOLYGON(((7183735.93823503 665388.775703686,7183740.82703705 665405.561958099,7183730.86594495 665408.406052985,7183731.85708889 665415.166987624,7183720.00086933 665419.868469874,7183728.17784821 665452.073495605,7183750.24888194 665446.411889246,7183773.41308721 665526.284512573,7183716.86521564 665542.845175579,7183717.37455172 665545.556981346,7183696.35788309 665552.850716025,7183652.42727904 665394.493925601,7183660.51980253 665391.355228951,7183667.42809417 665397.102919309,7183676.30149345 665395.32157905,7183684.25971934 665402.168459462,7183692.28573055 665404.419838109,7183735.93823503 665388.775703686)));Bosque Atenas II;595;1773
MULTIPOLYGON(((7183890.57114939 665716.707486333,7183890.9735654 665720.896513521,7183887.83669442 665721.038773625,7183887.60677738 665717.234076911,7183890.57114939 665716.707486333)));Cicles Leomar;596;1774
MULTIPOLYGON(((7184247.66782803 665520.875529672,7184283.07081756 665529.167992739,7184314.5383934 665540.368990651,7184368.96885818 665564.295530708,7184410.81486907 665579.225671702,7184445.05117626 665577.033337078,7184462.05993732 665571.33919759,7184529.93911509 665535.162918243,7184532.38438852 665547.967132963,7184488.68026264 665578.547773298,7184441.48730428 665601.883427382,7184416.94351146 665610.421443953,7184381.71221835 665614.240876475,7184322.67944663 665619.415798333,7184271.80314557 665624.349441825,7184243.16156027 665622.034285515,7184214.95062176 665531.927715462,7184247.66782803 665520.875529672)));Praça Adolfo João Hilario da Veiga;597;1806
MULTIPOLYGON(((7184344.58575133 665636.061080187,7184365.17304049 665684.142017217,7184404.85971989 665688.233286043,7184412.801562 665705.359975484,7184320.58167228 665759.580215633,7184282.21711202 665712.164680536,7184275.34299455 665703.661080666,7184263.00725712 665670.065449746,7184259.13825695 665658.631881152,7184259.85819307 665650.574188183,7184262.68894977 665646.515520585,7184266.04042181 665642.453226713,7184272.53527605 665640.411212135,7184344.58575133 665636.061080187)));Escola Municipal CEI Professor Ulisses Falcão Vieira;598;1813
MULTIPOLYGON(((7180324.07896167 665841.959547627,7180355.93741903 665926.184274835,7180268.58908206 665957.197426095,7180236.05601241 665875.579104412,7180324.07896167 665841.959547627)));Escola Municipal;599;1816
MULTIPOLYGON(((7180293.1743584 666291.705080542,7180312.08862097 666367.18290423,7180292.71853259 666372.070282664,7180299.86986277 666401.007438582,7180268.34924088 666411.947729401,7180284.29749886 666293.746600305,7180293.1743584 666291.705080542)));Praça José Bório;600;1817
MULTIPOLYGON(((7180319.31595531 666256.273654531,7180322.05910651 666267.318142202,7180302.85608476 666272.137356043,7180300.11281341 666261.102936246,7180319.31595531 666256.273654531)));Capela Mortuária;601;1823
MULTIPOLYGON(((7180260.00493742 666629.417175799,7180254.92342265 666802.584059551,7180168.5712804 666754.349563925,7180168.47535171 666657.095580754,7180116.62619174 666662.674051457,7180115.02853264 666633.504590357,7180189.94424908 666633.130111794,7180260.00493742 666629.417175799)));Residencial Vila Felicia;602;1825
MULTIPOLYGON(((7180187.38226472 666786.347995976,7180259.23105138 666822.285523456,7180187.63915526 666896.384245528,7180132.13665058 666828.886296958,7180164.48065798 666794.579277588,7180173.37739978 666786.50529926,7180187.38226472 666786.347995976)));Residencial Pato Branco;603;1826
MULTIPOLYGON(((7180335.57802016 666452.441236767,7180345.69118527 666498.861159524,7180310.35252717 666497.898720229,7180303.23416678 666461.872987253,7180335.57802016 666452.441236767)));Praça Santa Helena;604;1827
MULTIPOLYGON(((7180926.14888689 666326.597553341,7181014.42331607 666329.011460036,7181014.87124193 666353.593152245,7180925.82062084 666353.019675871,7180926.14888689 666326.597553341)));Praça São Rafael;605;1829
MULTIPOLYGON(((7180101.84869897 667311.684452668,7180073.60997174 667341.828420382,7180060.3001087 667320.063775664,7180101.84869897 667311.684452668)));Jardinete Roberto Kosop;606;1833
MULTIPOLYGON(((7180511.69962954 667630.545718097,7180474.29435648 667661.902562937,7180458.4095231 667644.981541811,7180511.69962954 667630.545718097)));Jardinete Coronel Wantuil Borges;607;1837
MULTIPOLYGON(((7180729.74246799 667277.158669876,7180873.25178698 667363.027063926,7180851.92804895 667406.291366136,7180743.04981332 667346.999871795,7180721.49005242 667281.52021418,7180729.74246799 667277.158669876)));Parque Cambuí;608;1839
MULTIPOLYGON(((7180978.29914877 667236.873773949,7181004.95031687 667242.445705822,7180973.24270783 667259.425934638,7180978.29914877 667236.873773949)));Jardinete Cliomar Silva de Souza;609;1840
MULTIPOLYGON(((7180873.25178698 667363.027063926,7181017.49159477 667432.967962547,7181067.65184642 667474.773738045,7181093.38132503 667521.25180679,7181003.03614778 667521.398537017,7180982.01527347 667492.607381602,7180956.24629839 667465.225066549,7180904.83843951 667434.596015509,7180851.92804895 667406.291366136,7180873.25178698 667363.027063926)));Espaço de Recreação Alto Barigui;610;1841
MULTIPOLYGON(((7180399.04308287 667176.224112089,7180838.83784884 667423.664707836,7180922.27065678 667465.996731586,7180950.25560587 667484.497338463,7180980.14090724 667517.572454502,7181008.26011051 667615.62610628,7181017.80080648 667735.751237809,7181034.23063572 667771.061856974,7181065.71503842 667816.154501458,7181075.58592644 667830.285993685,7181059.33886693 667861.717963458,7181058.22972238 667950.165155549,7181099.67851362 668067.202347779,7181105.76186416 668095.334588435,7181098.92015807 668127.608481794,7181034.56679738 668086.094458692,7180970.71542983 668044.29550284,7180810.2299605 667436.36919451,7180600.57740885 667312.900709742,7180580.71608358 667346.418619876,7180550.01244701 667328.266887684,7180538.27069679 667348.552695043,7180460.54668524 667301.487350983,7180362.28355712 667247.318258877,7180360.17394492 667245.924384612,7180399.04308287 667176.224112089)));Parque Cambuí;611;1842
MULTIPOLYGON(((7181114.96634358 667956.860067622,7181155.87116685 668067.80711363,7181159.64091492 668065.792968829,7181166.70095711 668084.957658523,7181161.5780075 668089.750356527,7181138.47368504 668085.820083183,7181097.7933415 667964.055821646,7181114.96634358 667956.860067622)));Centro Comercial Fazendinha;612;1845
MULTIPOLYGON(((7181140.64956179 667948.614610531,7181166.34347679 668021.641126666,7181159.64091492 668065.792968829,7181155.87116685 668067.80711363,7181114.96634358 667956.860067622,7181140.64956179 667948.614610531)));Centro Comercial Fazendinha;613;1846
MULTIPOLYGON(((7181285.61294471 666011.597259162,7181316.72947181 666039.465819065,7181242.73806456 666080.571759156,7181224.60201101 666042.245242613,7181285.61294471 666011.597259162)));Praça Moradias Itatiaia;614;1847
MULTIPOLYGON(((7181418.20726572 665833.711728491,7181439.91276347 665841.492343293,7181455.18106867 665868.118651077,7181439.04169244 665876.938969818,7181443.58972643 665906.861605751,7181432.3655384 665915.964000589,7181441.32245538 665969.140458502,7181411.61590905 665986.601527449,7181378.04882079 665936.559352448,7181401.46095641 665874.542718652,7181406.11504823 665861.919797291,7181406.65039628 665852.684997396,7181403.35278388 665842.547971596,7181418.20726572 665833.711728491)));Praça Luiz Geraldo Caillet Ferreira dos Santos;615;1848
MULTIPOLYGON(((7181428.51781053 665983.301487769,7181457.13073727 666030.828881727,7181447.21069204 666036.598709886,7181412.98481413 665992.350401654,7181428.51781053 665983.301487769)));Jardinete Eng. Orlando Moacyr dos Santos;616;1849
MULTIPOLYGON(((7181465.91262632 666025.718687354,7181533.54444147 666082.046557351,7181523.26905441 666087.882372243,7181515.191569 666092.468317888,7181447.21069204 666036.598709886,7181457.13073727 666030.828881727,7181465.91262632 666025.718687354)));Praça Moradias Itatiaia;617;1850
MULTIPOLYGON(((7181755.32369504 665876.039543643,7181840.06213257 666029.703349004,7181834.70376278 666133.950906468,7181817.59701619 666140.365808576,7181801.54905541 666062.301007573,7181782.33434896 666009.991473562,7181716.04314532 665891.924535739,7181746.83698469 665877.895397546,7181755.32369504 665876.039543643)));Praça Jocelina Dias de Melo;618;1852
MULTIPOLYGON(((7181529.1977774 666090.409581689,7181541.58797436 666106.994881331,7181552.95369305 666097.210496019,7181681.96890729 666153.586637627,7181732.70454088 666180.573439128,7181722.39857441 666187.97767172,7181702.83868088 666173.354587364,7181678.19578428 666163.042922636,7181617.03266473 666187.183072534,7181587.42907817 666144.539799931,7181558.27649625 666161.977419584,7181557.81423371 666171.555143163,7181523.79830406 666196.13245817,7181539.71392809 666231.244699736,7181487.91276162 666262.439148919,7181473.27298491 666235.216707538,7181465.71478973 666239.90955557,7181443.0688313 666199.91723958,7181473.253243 666181.466957352,7181461.67054359 666154.272520263,7181531.63813563 666113.377747964,7181522.33309304 666095.463093029,7181529.1977774 666090.409581689)));Bosque Moradias Itatiaia;619;1853
MULTIPOLYGON(((7181730.4444161 666518.625993708,7181737.71824927 666533.247714869,7181738.71240746 666535.261270893,7181724.67034076 666559.794856079,7181704.4243225 666549.597459212,7181710.07128471 666531.123990682,7181730.4444161 666518.625993708)));Escola Municipal;620;1855
