geometry;name;indexOfID;id
MULTIPOLYGON(((7177854.57141113 668563.699584961,7177854.68438721 668563.39642334,7177854.82800293 668563.106384277,7177855.00061035 668562.832824707,7177855.20062256 668562.578430176,7177855.42559814 668562.346008301,7177855.67340088 668562.138000488,7177855.94140625 668561.956604004,7177856.22662354 668561.803588867,7177856.52600098 668561.681030273,7177856.83642578 668561.589782715,7177857.15460205 668561.531188965,7177857.47723389 668561.505615234,7177857.80059814 668561.513427734,7177858.12158203 668561.554382324,7177858.43658447 668561.628234863,7177882.76843262 668568.67401123,7177883.05041504 668568.771240234,7177883.32141113 668568.895996094,7177883.57861328 668569.04699707,7177883.81939697 668569.222839355,7177884.04180908 668569.421813965,7177884.24304199 668569.641784668,7177884.42163086 668569.88079834,7177884.57543945 668570.136413574,7177884.70300293 668570.406005859,7177884.80322266 668570.687011719,7177884.875 668570.97644043,7177884.91741943 668571.271606445,7177884.93060303 668571.569641113,7177884.91381836 668571.867431641,7177884.86761475 668572.162231445,7177884.79223633 668572.450805664,7177882.31860352 668580.307800293,7177882.20562744 668580.611022949,7177882.06219482 668580.900817871,7177881.8894043 668581.174621582,7177881.68939209 668581.428833008,7177881.4644165 668581.661437988,7177881.21661377 668581.869384766,7177880.9486084 668582.050842285,7177880.66339111 668582.203613281,7177880.36401367 668582.32623291,7177880.05358887 668582.417419434,7177879.7354126 668582.476196289,7177879.4128418 668582.501586914,7177879.0894165 668582.494018555,7177878.76843262 668582.45300293,7177878.45343018 668582.379211426,7177854.12158203 668575.333190918,7177853.83959961 668575.236022949,7177853.56860352 668575.11138916,7177853.31140137 668574.960388184,7177853.07061768 668574.784606934,7177852.84820557 668574.585632324,7177852.64703369 668574.36541748,7177852.46838379 668574.126403809,7177852.31463623 668573.870788574,7177852.18701172 668573.601196289,7177852.08679199 668573.32043457,7177852.01519775 668573.030822754,7177851.97259521 668572.735595703,7177851.95959473 668572.43762207,7177851.97619629 668572.139831543,7177852.0223999 668571.845214844,7177852.09783936 668571.556396484,7177854.57141113 668563.699584961)));PANTELIS STERGOV ZAFIRES;178;173
MULTIPOLYGON(((7177755.472229 668232.434997559,7177755.57659912 668232.152832031,7177755.70800781 668231.882202148,7177755.86541748 668231.625793457,7177756.04724121 668231.386230469,7177756.25158691 668231.165405273,7177756.47680664 668230.965820312,7177756.72021484 668230.78918457,7177756.9800415 668230.637390137,7177757.25323486 668230.51159668,7177757.53759766 668230.413391113,7177757.8302002 668230.343383789,7177758.12823486 668230.302429199,7177758.42883301 668230.291015625,7177758.72918701 668230.309020996,7177759.02618408 668230.356201172,7177759.31719971 668230.432434082,7177783.39801025 668238.020385742,7177783.68023682 668238.124816895,7177783.95080566 668238.256408691,7177784.20721436 668238.413818359,7177784.44683838 668238.59564209,7177784.66760254 668238.799987793,7177784.8671875 668239.025024414,7177785.04382324 668239.268615723,7177785.19561768 668239.528198242,7177785.32141113 668239.801635742,7177785.4196167 668240.085998535,7177785.48962402 668240.378601074,7177785.53063965 668240.676635742,7177785.54223633 668240.977233887,7177785.52423096 668241.277404785,7177785.47680664 668241.574584961,7177785.40063477 668241.865600586,7177756.47259521 668333.669799805,7177756.3604126 668333.970397949,7177756.21722412 668334.257629395,7177756.0447998 668334.528198242,7177755.84521484 668334.779418945,7177755.62023926 668335.008239746,7177755.37280273 668335.212402344,7177755.10522461 668335.389587402,7177754.82061768 668335.537841797,7177754.52203369 668335.655395508,7177754.21282959 668335.741210938,7177753.89642334 668335.794189453,7177753.57598877 668335.814025879,7177753.25561523 668335.799987793,7177752.93823242 668335.752624512,7177752.62744141 668335.672424316,7177728.54663086 668328.084411621,7177728.24621582 668327.971984863,7177727.95880127 668327.828796387,7177727.68823242 668327.656616211,7177727.43719482 668327.456787109,7177727.20819092 668327.231994629,7177727.00402832 668326.984436035,7177726.82702637 668326.716796875,7177726.67858887 668326.432189941,7177726.56103516 668326.133789062,7177726.47521973 668325.824584961,7177726.42224121 668325.507995605,7177726.40258789 668325.187805176,7177726.41662598 668324.8671875,7177726.46380615 668324.549804688,7177726.54418945 668324.239196777,7177755.472229 668232.434997559)));ARY DE SOUZA;179;174
MULTIPOLYGON(((7185392.2590332 665604.503234863,7185375.07098389 665605.866210938,7185364.6105957 665609.032409668,7185360.51000977 665610.693786621,7185354.9262085 665602.956787109,7185328.95098877 665620.653625488,7185326.69061279 665616.69519043,7185312.11938477 665596.609985352,7185355.42358398 665564.567626953,7185405.8013916 665604.545227051,7185392.2590332 665604.503234863)));PAULO ROBERTO BITTENCOURT TEIXEIRA;180;199
MULTIPOLYGON(((7182802.57183838 665597.982788086,7182797.80023193 665587.360229492,7182787.42858887 665565.490783691,7182815.34564209 665552.656433105,7182829.43981934 665589.460205078,7182828.75604248 665589.893981934,7182816.55102539 665595.312011719,7182802.57183838 665597.982788086)));null;181;258
MULTIPOLYGON(((7186352.02459717 675981.29119873,7186350.32324219 675983.58203125,7186336.95678711 675982.140808105,7186335.28540039 675980.062988281,7186338.52099609 675950.362182617,7186338.90142822 675950.306396484,7186352.02459717 675981.29119873)));DOS MAÇONS;182;393
MULTIPOLYGON(((7177509.43280029 668365.127990723,7177509.54602051 668364.827819824,7177509.68981934 668364.54083252,7177509.86279297 668364.270629883,7177510.06323242 668364.020019531,7177510.28863525 668363.791809082,7177510.5368042 668363.588195801,7177510.80480957 668363.411804199,7177511.08978271 668363.264404297,7177511.38861084 668363.147399902,7177511.69799805 668363.062438965,7177512.0145874 668363.010192871,7177512.33502197 668362.991394043,7177512.65539551 668363.006225586,7177512.97259521 668363.054382324,7177513.28320312 668363.135437012,7177536.0960083 668370.389221191,7177536.39624023 668370.502197266,7177536.6829834 668370.645996094,7177536.95318604 668370.819213867,7177537.20379639 668371.01940918,7177537.43218994 668371.244995117,7177537.63562012 668371.493041992,7177537.81219482 668371.760986328,7177537.95959473 668372.046020508,7177538.07641602 668372.344787598,7177538.16143799 668372.65423584,7177538.21362305 668372.970825195,7177538.23242188 668373.29119873,7177538.21759033 668373.611816406,7177538.1696167 668373.929016113,7177538.08843994 668374.239440918,7177509.79260254 668463.229797363,7177509.68762207 668463.51184082,7177509.55523682 668463.781982422,7177509.3972168 668464.038024902,7177509.21478271 668464.27722168,7177509.00982666 668464.497436523,7177508.78424072 668464.696411133,7177508.54022217 668464.872436523,7177508.2802124 668465.023620605,7177508.00640869 668465.148620605,7177507.72198486 668465.24621582,7177507.42919922 668465.315429688,7177507.13104248 668465.355407715,7177506.8303833 668465.366210938,7177506.5302124 668465.347595215,7177506.23321533 668465.299438477,7177505.94238281 668465.222412109,7177483.12963867 668457.968811035,7177482.82940674 668457.85559082,7177482.54260254 668457.711791992,7177482.2723999 668457.538818359,7177482.02160645 668457.338439941,7177481.793396 668457.113037109,7177481.58978271 668456.864807129,7177481.41339111 668456.596801758,7177481.26580811 668456.311828613,7177481.14898682 668456.013000488,7177481.06402588 668455.703613281,7177481.01184082 668455.387023926,7177480.99304199 668455.066589355,7177481.0078125 668454.74621582,7177481.05603027 668454.429016113,7177481.13702393 668454.118408203,7177509.43280029 668365.127990723)));DO EVANGÉLIO QUADRANGULAR;183;175
MULTIPOLYGON(((7175685.00799561 675805.728210449,7175662.77081299 675777.151794434,7175630.12023926 675735.771789551,7175628.37121582 675733.313598633,7175627.31121826 675731.599609375,7175625.99182129 675729.093994141,7175624.97802734 675726.746398926,7175623.82702637 675723.256835938,7175623.03424072 675719.579040527,7175622.73083496 675717.129394531,7175622.60119629 675714.694030762,7175622.62243652 675712.675231934,7175622.60540771 675709.616027832,7175622.76080322 675707.327209473,7175622.11199951 675705.31842041,7175621.63684082 675703.102233887,7175620.91583252 675700.619995117,7175620.07263184 675698.353637695,7175618.98919678 675695.350219727,7175618.30102539 675692.790222168,7175617.75482178 675689.815002441,7175617.48919678 675687.17980957,7175617.42059326 675684.865234375,7175617.59161377 675681.532836914,7175617.97644043 675678.775390625,7175618.7421875 675675.461425781,7175619.41241455 675673.34979248,7175623.69018555 675674.690185547,7175623.71020508 675676.840209961,7175628.60162354 675683.897033691,7175625.9208374 675685.25982666,7175621.67321777 675687.897583008,7175633.80743408 675707.436401367,7175639.6105957 675716.781005859,7175659.94122314 675749.08380127,7175697.50378418 675792.423400879,7175719.64538574 675814.738586426,7175745.90222168 675839.510620117,7175785.83319092 675874.348022461,7175795.05664062 675882.441040039,7175800.75183105 675888.062805176,7175803.14019775 675891.295593262,7175805.12744141 675895.847229004,7175852.93023682 676020.880187988,7175849.72021484 676020.810241699,7175843.59020996 676021.840209961,7175873.47021484 676104.310241699,7175882.34020996 676148.90020752,7175821.93023682 676176.180236816,7175822.43762207 676169.73840332,7175824.25799561 676165.417236328,7175826.84741211 676159.948608398,7175829.7197876 676153.06262207,7175831.3381958 676146.24822998,7175831.56964111 676140.81439209,7175830.75543213 676135.177185059,7175829.28540039 676131.128601074,7175826.49243164 676125.395812988,7175823.31463623 676118.794189453,7175819.3973999 676110.484802246,7175817.61303711 676104.536987305,7175816.42340088 676096.804992676,7175817.29699707 676088.932800293,7175818.90100098 676071.910400391,7175819.75518799 676065.374389648,7175820.46081543 676058.319213867,7175820.9630127 676051.243835449,7175821.25201416 676044.146789551,7175821.32678223 676037.051635742,7175821.1986084 676029.96661377,7175820.85662842 676022.882019043,7175820.31158447 676015.807006836,7175819.5526123 676008.750793457,7175818.59002686 676001.724609375,7175817.39483643 675994.618591309,7175814.48278809 675980.973205566,7175812.66900635 675974,7175810.68060303 675967.190002441,7175808.48919678 675960.434631348,7175806.10400391 675953.760192871,7175803.51721191 675947.153991699,7175800.73901367 675940.625427246,7175797.76898193 675934.183227539,7175794.61480713 675927.83203125,7175791.26800537 675921.577026367,7175787.73901367 675915.417419434,7175784.02502441 675909.369995117,7175780.13818359 675903.443786621,7175776.08062744 675897.624206543,7175771.8526001 675891.92980957,7175767.44842529 675886.360595703,7175762.90161133 675880.938415527,7175758.18359375 675875.632019043,7175753.30603027 675870.476196289,7175748.27178955 675865.452819824,7175735.23162842 675853.252197266,7175685.00799561 675805.728210449)));DOS PRESBITERIANOS - ASHBEL GREEN SIMONTON;184;176
MULTIPOLYGON(((7186936.37023926 676208.040405273,7186935.40600586 676217.663208008,7186883.64440918 676187.537597656,7186905.49023438 676190.130187988,7186905.20019531 676190.360412598,7186905.05023193 676190.640197754,7186904.95019531 676190.920410156,7186904.93023682 676191.210205078,7186905.01019287 676191.530395508,7186905.23022461 676191.770202637,7186934.8302002 676208.310241699,7186935.35021973 676208.580200195,7186935.52020264 676208.65020752,7186935.73022461 676208.660400391,7186935.94018555 676208.600402832,7186936.13043213 676208.490234375,7186936.29022217 676208.300231934,7186936.34020996 676208.190185547,7186936.37023926 676208.040405273)));null;185;177
MULTIPOLYGON(((7186212.7366333 676096.971008301,7186198.93981934 676095.248840332,7186201.70098877 676070.238830566,7186212.7366333 676096.971008301)));CECÍLIA DO REGO ALMEIDA;186;178
MULTIPOLYGON(((7176015.71020508 676696.460205078,7176004.67700195 676701.179992676,7175940.14422607 676547.726196289,7175951.14941406 676542.939819336,7176015.71020508 676696.460205078)));null;187;179
MULTIPOLYGON(((7175096.90020752 676608.530212402,7175079.41021729 676602.830200195,7175101.60021973 676549.220214844,7175108.5302124 676532.330200195,7175116.02020264 676534.500183105,7175113.00018311 676537.740234375,7175109.13018799 676551.370239258,7175124.0302124 676555.620239258,7175112.34020996 676596.100219727,7175111.0802002 676594.890197754,7175107.40020752 676592.590209961,7175103.7802124 676592.240234375,7175100.7802124 676592.82019043,7175099.02020264 676594.280212402,7175095.57019043 676600.290222168,7175095.12023926 676603.850219727,7175096.90020752 676608.530212402)));null;188;180
MULTIPOLYGON(((7182531.88018799 677088.990234375,7182543.63922119 677081.384399414,7182546.52978516 677086.192626953,7182534.9262085 677093.796630859,7182531.88018799 677088.990234375)));ALBERTO SALOMON;189;181
MULTIPOLYGON(((7182396.70019531 677218.880187988,7182371.96704102 677181.770629883,7182416.83898926 677151.91418457,7182441.43023682 677189.600219727,7182396.70019531 677218.880187988)));FLAUSINA RIBEIRO DE LOYOLA;190;182
MULTIPOLYGON(((7183085.35021973 676501.280212402,7183096.84020996 676519.410217285,7183093.52484131 676521.553833008,7183092.72363281 676521.364013672,7183091.85821533 676521.275024414,7183091.09338379 676521.293029785,7183090.3972168 676521.38861084,7183089.66021729 676521.57623291,7183088.78582764 676521.925598145,7183088.07141113 676522.330810547,7183078.99023438 676528.470214844,7183068.63018799 676511.960205078,7183085.35021973 676501.280212402)));null;191;183
MULTIPOLYGON(((7182505.0802002 672411.310241699,7182508.44940186 672403.431030273,7182548.32843018 672419.246398926,7182544.97039795 672428.732788086,7182505.0802002 672411.310241699)));null;192;184
MULTIPOLYGON(((7173838.46020508 676281.32019043,7173860.41021729 676285.750183105,7173893.96020508 676291.940185547,7173858.01019287 676297.890197754,7173838.8102417 676301.220214844,7173839.61022949 676298.760192871,7173840.27020264 676295.840209961,7173840.74023438 676292.440185547,7173840.65020752 676289.240234375,7173839.54022217 676285.360229492,7173838.95019531 676282.730224609,7173838.46020508 676281.32019043)));JORNALISTA JOSÉ BLANSKI FILHO;193;185
MULTIPOLYGON(((7181946.0512085 681199.879394531,7181948.18139648 681195.639404297,7181948.60144043 681190.429382324,7181946.67120361 681186.359436035,7181944.12139893 681183.649414062,7181993.91143799 681187.219421387,7181991.60144043 681203.259399414,7181946.0512085 681199.879394531)));null;194;186
MULTIPOLYGON(((7170637.3102417 671270.090209961,7170660.38018799 671285.660217285,7170660.74023438 671286.550231934,7170660.38018799 671287.440185547,7170659.49023438 671287.980224609,7170631.41021729 671283.870239258,7170633.97021484 671281.810241699,7170635.61022949 671279.860229492,7170636.65020752 671277.830200195,7170637.47021484 671275.160217285,7170637.67022705 671272.060241699,7170637.3102417 671270.090209961)));JÚLIA SCROCCARO BURBELLO;195;187
MULTIPOLYGON(((7184486.74023438 677999.440185547,7184506.26019287 678010.500183105,7184486.74023438 678017.000183105,7184486.74023438 677999.440185547)));ARMANDO BOGO;196;188
MULTIPOLYGON(((7175560.67584229 673808.405822754,7175539.54724121 673822.197631836,7175523.35443115 673796.941833496,7175577.04022217 673762.100219727,7175596.21240234 673792.374023438,7175563.88623047 673813.475219727,7175560.67584229 673808.405822754)));REVERENDO OSWALDO SOEIRO EMRICH;197;189
MULTIPOLYGON(((7174455.30023193 670830.500183105,7174469.04022217 670819.310241699,7174505.47021484 670868.580200195,7174489.93023682 670879.420227051,7174455.30023193 670830.500183105)));PROFESSOR HILDO AFONSO MIECZNIKOWSKI;198;190
MULTIPOLYGON(((7177037.34020996 673812.630187988,7177033.60021973 673812.420227051,7177030.8102417 673810.860229492,7177029.43023682 673809.080200195,7177028.89019775 673806.360229492,7177029.50018311 673803.950195312,7177054.27020264 673770.950195312,7177065.15020752 673804.790222168,7177037.34020996 673812.630187988)));ELVI JOSÉ STOFELLA;199;191
MULTIPOLYGON(((7190836.67022705 672585.340209961,7190803.85021973 672585.200195312,7190798.09020996 672500.000183105,7190797.24023438 672487.490234375,7190818.75018311 672480.100219727,7190822.84020996 672487.590209961,7190827.65020752 672494.520202637,7190834.69018555 672500.000183105,7190837.5602417 672501.230224609,7190841.3302002 672502.540222168,7190844.30023193 672534.500183105,7190855.20019531 672560.40020752,7190851.84020996 672561.880187988,7190848.73022461 672564.210205078,7190844.99023438 672568.170227051,7190842.39019775 672572.15020752,7190840.18023682 672575.810241699,7190838.47021484 672579.15020752,7190836.67022705 672585.340209961)));null;200;192
MULTIPOLYGON(((7191470.30023193 672310.720214844,7191457.48022461 672331.800231934,7191457.35021973 672330.240234375,7191451.8302002 672311.15020752,7191447.62023926 672295.780212402,7191439.14019775 672268.860229492,7191432.22021484 672250.080200195,7191430.8302002 672246.330200195,7191445.96020508 672241.640197754,7191465.49023438 672309.520202637,7191470.30023193 672310.720214844)));LANDIVIO TSCHOEKE;201;193
MULTIPOLYGON(((7180431.62023926 680078.960205078,7180450.77844238 680083.728637695,7180431.63842773 680144.788635254,7180409.0881958 680148.485412598,7180399.17779541 680150.110229492,7180378.51019287 680146.770202637,7180394.75982666 680071.723205566,7180431.62023926 680078.960205078)));ELIAS JORGE;202;194
MULTIPOLYGON(((7192518.59442139 668200.245605469,7192516.81762695 668202.103027344,7192521.0458374 668228.709838867,7192519.60198975 668235.413024902,7192520.94281006 668247.375793457,7192531.56481934 668262.432189941,7192555.38482666 668238.511413574,7192577.77502441 668261.799621582,7192543.73382568 668294.157592773,7192540.80358887 668295.716186523,7192511.39959717 668304.533813477,7192511.53039551 668296.850402832,7192511.75042725 668293.270385742,7192511.3604126 668285.24041748,7192510.87042236 668277.200439453,7192511.04040527 668268.200439453,7192510.90039062 668260.180419922,7192508.97039795 668251.060424805,7192507.93041992 668242.99041748,7192506.74041748 668234.920410156,7192506.35040283 668226.880432129,7192505.3303833 668222.82043457,7192503.62042236 668217.720397949,7192501.60040283 668208.440429688,7192499.12042236 668200.140441895,7192497.34039307 668196.280395508,7192495.97039795 668192.250427246,7192494.78039551 668185.660400391,7192494.70043945 668182.82043457,7192504.85040283 668185.950439453,7192518.59442139 668200.245605469)));ITÁLIA MARIA MALUCELLI TROMBINI;203;200
MULTIPOLYGON(((7176833.67279053 677015.046386719,7176815.04022217 676971.560241699,7176857.48022461 676954.190185547,7176876.40020752 676997.830200195,7176833.67279053 677015.046386719)));PROFESSOR HERMANN MATHIAS GÖRGEN;204;201
MULTIPOLYGON(((7177427.46240234 671335.573608398,7177441.24780273 671439.300842285,7177411.69018555 671443.970214844,7177410.0802002 671335.760192871,7177427.46240234 671335.573608398)));null;205;202
MULTIPOLYGON(((7179252.80023193 670832.640197754,7179143.75018311 670833.270202637,7179143.84020996 670809.860229492,7179254.40020752 670810.930236816,7179252.80023193 670832.640197754)));OLGA DE ARAÚJO ESPÍNDOLA;206;203
MULTIPOLYGON(((7187463.02020264 665136.520202637,7187493.17022705 665134.680236816,7187492.62023926 665138.510192871,7187490.54022217 665144.90020752,7187487.91021729 665151.380187988,7187486.67022705 665155.910217285,7187486.66021729 665157.440185547,7187486.83361816 665158.610595703,7187464.45159912 665159.976623535,7187463.02020264 665136.520202637)));null;207;204
MULTIPOLYGON(((7183319.76019287 668000.100219727,7183379.50018311 667993.300231934,7183384.30023193 668037.600219727,7183315.77020264 668044.600219727,7183319.76019287 668000.100219727)));DOUTOR JOÃO URBAN;208;205
MULTIPOLYGON(((7174884.37023926 676737.750183105,7174939.55322266 676693.614013672,7174955.29022217 676724.840209961,7174923.45159912 676814.707397461,7174899.61022949 676798.15020752,7174884.37023926 676737.750183105)));null;209;206
MULTIPOLYGON(((7171193.72399902 666870.380004883,7171186.6987915 666870.775634766,7171179.91381836 666871.400024414,7171173.1552124 666872.265014648,7171166.43164062 666873.369384766,7171159.75140381 666874.712036133,7171153.12298584 666876.29083252,7171146.55499268 666878.104187012,7171140.05560303 666880.149597168,7171133.6328125 666882.424438477,7171127.2947998 666884.926025391,7171121.04779053 666887.689819336,7171090.09783936 666901.92980957,7171129.2578125 666758.50982666,7171131.48779297 666749.949829102,7171134.09783936 666737.189819336,7171135.88781738 666724.219787598,7171136.83782959 666711.129821777,7171136.92779541 666698.029785156,7171136.17779541 666684.949829102,7171134.90783691 666674.549804688,7171274.15838623 666675.248840332,7171269.13183594 666684.406799316,7171237.32781982 666745.666015625,7171210.44018555 666797.290222168,7171206.02801514 666805.514221191,7171203.60021973 666811.120239258,7171201.85980225 666817.298400879,7171200.39660645 666825.763183594,7171193.72399902 666870.380004883)));null;210;207
MULTIPOLYGON(((7175401.12103271 672190.772033691,7175424.03601074 672159.110839844,7175467.5447998 672209.743591309,7175444.34020996 672239.460205078,7175401.12103271 672190.772033691)));ECILDA MELÂNIA VOLUZ BRUM;211;208
MULTIPOLYGON(((7174698.12023926 674526.210205078,7174681.02020264 674534.050231934,7174645.11022949 674547.160217285,7174632.46020508 674505.630187988,7174624.52020264 674479.350219727,7174623.75500488 674468.69519043,7174675.75579834 674447.382202148,7174683.05023193 674475.860229492,7174686.47021484 674487.290222168,7174698.12023926 674526.210205078)));EGYDIO JOSÉ BUSNARDO;212;209
MULTIPOLYGON(((7179375.57922363 676351.200805664,7179353.64581299 676299.904785156,7179462.22039795 676314.340393066,7179375.57922363 676351.200805664)));PREFEITO LINEU FERREIRA DO AMARAL;213;210
MULTIPOLYGON(((7175386.63122559 676779.187805176,7175350.93182373 676763.321228027,7175333.05639648 676803.807800293,7175049.97039795 676676.030395508,7175058.46038818 676654.910400391,7175237.18041992 676719.620422363,7175224.16040039 676642.250427246,7175236.25042725 676640.610412598,7175241.03039551 676639.630432129,7175281.95043945 676629.850402832,7175300.13043213 676698.290405273,7175435.6104126 676664.74041748,7175435.8303833 676670.340393066,7175386.63122559 676779.187805176)));RECANTO DOS EUCALÍPTOS;214;211
MULTIPOLYGON(((7179526.27581787 674932.088012695,7179560.40081787 674917.062805176,7179545.77038574 674862.440429688,7179534.68041992 674810.000427246,7179567.6104126 674795.930419922,7179666.51043701 675037.300415039,7179626.6104126 675052.050415039,7179616.85040283 675059.170410156,7179598.04040527 675064.920410156,7179598.26043701 675029.830383301,7179581.95043945 675012.210388184,7179563.62042236 675019.230407715,7179555.38043213 675000.000427246,7179526.27581787 674932.088012695)));AMAZIRES BLEY DAVET;215;212
MULTIPOLYGON(((7183822.12261963 672929.2578125,7183868.48742676 672911.579589844,7183870.0289917 672911.583007812,7183870.70959473 672912.13684082,7183871.15679932 672913.979614258,7183870.60864258 672915.842041016,7183868.56640625 672918.036193848,7183866.18939209 672919.707641602,7183863.70379639 672920.891601562,7183822.59661865 672936.565002441,7183822.12261963 672929.2578125)));MARA BERGAMIN ANDRETTA;216;213
MULTIPOLYGON(((7183807.42041016 673083.207641602,7183807.74621582 673083.268005371,7183808.54760742 673102.109191895,7183799.5604248 673101.398620605,7183807.42041016 673083.207641602)));null;217;214
MULTIPOLYGON(((7184018.86743164 674750.950439453,7183993.99462891 674725.150390625,7183995.84802246 674718.887390137,7183998.28479004 674714.738586426,7184001.93280029 674710.955200195,7184018.86743164 674750.950439453)));JÚLIO SZYMANSKI;218;215
MULTIPOLYGON(((7184724.69262695 675151.441833496,7184708.66082764 675111.794616699,7184845.00799561 675078.794006348,7184853.46679688 675098.977783203,7184724.69262695 675151.441833496)));null;219;216
MULTIPOLYGON(((7181013.18823242 673840.692016602,7181017.39318848 673856.862792969,7181016.43041992 673859.981384277,7181016.13562012 673860.936828613,7181010.92462158 673877.82043457,7181010.8550415 673878.016784668,7181010.79162598 673878.151428223,7181010.71478271 673878.278991699,7181010.62579346 673878.398193359,7181010.52502441 673878.5078125,7181010.41400146 673878.606811523,7181010.293396 673878.694213867,7181010.16479492 673878.768981934,7181010.02923584 673878.830627441,7181009.88818359 673878.878234863,7181009.7432251 673878.911437988,7181009.59564209 673878.929992676,7181009.44683838 673878.93359375,7181009.29840088 673878.922241211,7181009.15179443 673878.896240234,7181009.00878906 673878.855407715,7181008.87042236 673878.800415039,7181008.73822021 673878.731994629,7181008.49780273 673878.557006836,7181008.34899902 673878.409790039,7180994.83862305 673863.932617188,7180994.15618896 673863.201599121,7180983.2510376 673851.515991211,7180982.48522949 673850.684204102,7180981.30023193 673849.124816895,7181013.18823242 673840.692016602)));null;220;217
MULTIPOLYGON(((7174975.58361816 666757.996032715,7174891.43798828 666786.26361084,7174880.79522705 666754.392028809,7174957.5524292 666707.09564209,7174975.58361816 666757.996032715)));null;221;218
MULTIPOLYGON(((7185006.09259033 675055.593017578,7184869.35083008 675090.480834961,7184862.80023193 675074.488220215,7185000.14239502 675041.246582031,7185006.09259033 675055.593017578)));null;222;219
MULTIPOLYGON(((7184698.3984375 675093.15020752,7184627.04260254 675110.586791992,7184693.58483887 675081.243225098,7184698.3984375 675093.15020752)));DO RADIALISTA;223;220
MULTIPOLYGON(((7183374.59521484 675645.193603516,7183359.9697876 675646.320983887,7183369.51721191 675635.553588867,7183374.59521484 675645.193603516)));null;224;221
MULTIPOLYGON(((7181771.69903564 675201.330200195,7181768.73638916 675203.293395996,7181752.02862549 675190.719604492,7181764.73364258 675173.585388184,7181771.69903564 675201.330200195)));JÚLIO BOBATO;225;222
MULTIPOLYGON(((7165491.85882568 665989.353210449,7165492.36999512 665990.237792969,7165492.61804199 665991.171020508,7165492.65020752 665992.006408691,7165492.48443604 665992.923217773,7165492.08319092 665993.832397461,7165491.5881958 665994.497436523,7165490.68218994 665995.238037109,7165489.64501953 665995.679382324,7165488.48699951 665995.819213867,7165487.79223633 665995.743041992,7165486.41699219 665995.224182129,7165466.55761719 665985.820800781,7165463.24023438 665984.250183105,7165462.36779785 665983.631591797,7165461.91381836 665983.126831055,7165461.53460693 665982.517822266,7165461.27844238 665981.87701416,7165461.11279297 665980.919189453,7165461.14379883 665980.191833496,7165461.37219238 665979.297607422,7165461.81262207 665978.461791992,7165462.42022705 665977.768615723,7165463.1774292 665977.230041504,7165463.92681885 665976.913818359,7165465.62579346 665976.77520752,7165473.4866333 665976.459411621,7165475.56158447 665976.645019531,7165477.40838623 665977.008239746,7165479.01721191 665977.485595703,7165480.36779785 665978.01159668,7165481.90679932 665978.764587402,7165483.20440674 665979.543212891,7165484.31518555 665980.330810547,7165486.01959229 665981.80279541,7165486.9498291 665982.775024414,7165488.01678467 665984.129638672,7165491.85882568 665989.353210449)));DINO PAOLINI;226;236
MULTIPOLYGON(((7171103.93060303 667224.545837402,7171100.08123779 667224.316833496,7171092.05761719 667223.76940918,7171084.03900146 667223.152404785,7171076.02618408 667222.465393066,7171068.01959229 667221.708984375,7171060.02001953 667220.8828125,7171052.02783203 667219.986999512,7171044.04364014 667219.021789551,7171036.0682373 667217.986999512,7171028.10223389 667216.882995605,7171020.14599609 667215.709838867,7171012.20019531 667214.467224121,7171005.13781738 667213.109802246,7171083.90783691 666924.609802246,7171128.39520264 666904.085021973,7171134.20080566 666901.551635742,7171139.94378662 666899.284790039,7171145.76403809 666897.223388672,7171151.65344238 666895.369995117,7171157.60522461 666893.726806641,7171163.61138916 666892.296203613,7171169.66479492 666891.079589844,7171175.75738525 666890.078796387,7171181.88183594 666889.294799805,7171188.0300293 666888.729003906,7171191.04083252 666888.559631348,7171186.42260742 666920.438598633,7171180.16119385 666965.558837891,7171174.54302979 667004.575439453,7171173.65020752 667010.830200195,7171171.58660889 667018.237182617,7171165.18798828 667038.158203125,7171151.05999756 667081.101989746,7171135.43841553 667129.3671875,7171128.12219238 667151.744995117,7171110.0602417 667204.770202637,7171103.93060303 667224.545837402)));null;227;237
