geometry;name;indexOfID;id
MULTIPOLYGON(((7185321.7802124 669547.720214844,7185317.11560059 669497.334838867,7185352.23022461 669544.560241699,7185321.7802124 669547.720214844)));ALTENÊNCIO GABARDO;508;508
MULTIPOLYGON(((7184768.09423828 670504.467407227,7184722.60101318 670507.969787598,7184729.53582764 670506.372192383,7184739.98583984 670502.420410156,7184750.28619385 670496.719604492,7184760.34698486 670488.915405273,7184762.03381348 670487.406982422,7184761.57263184 670495.482421875,7184766.24542236 670503.410400391,7184768.09423828 670504.467407227)));null;509;509
MULTIPOLYGON(((7184956.94543457 670487.541381836,7184969.42199707 670484.058837891,7184985.37640381 670476.276794434,7184975.4553833 670494.652832031,7184959.69403076 670491.626586914,7184956.94543457 670487.541381836)));HEITOR GURGEL DO AMARAL VALENTE NETTO;510;510
MULTIPOLYGON(((7185749.75018311 670164.590209961,7185748.31298828 670157.790222168,7185746.65838623 670144.793212891,7185792.18481445 670110.774597168,7185807.32702637 670146.479003906,7185803.52880859 670148.082641602,7185799.79321289 670149.550415039,7185795.63842773 670151.058837891,7185791.77539062 670152.347595215,7185787.48260498 670153.654602051,7185783.76000977 670154.68359375,7185779.56219482 670155.730407715,7185775.48138428 670156.63458252,7185770.60302734 670157.571594238,7185766.11419678 670158.297607422,7185762.05023193 670158.843811035,7185757.64599609 670159.317810059,7185753.70001221 670159.639221191,7185750.6998291 670159.818603516,7185749.75018311 670164.590209961)));null;511;511
MULTIPOLYGON(((7185863.12963867 670056.12298584,7185825.51959229 670132.772399902,7185810.50958252 670100.250427246,7185863.12963867 670056.12298584)));FREDERICO OZANAM;512;512
MULTIPOLYGON(((7184352.85559082 675264.744384766,7184353.4105835 675262.30682373,7184363.48980713 675218.040588379,7184369.92321777 675217.142211914,7184398.95019531 675283.812194824,7184343.50402832 675305.815002441,7184352.85559082 675264.744384766)));PROFESSOR GUIDO VIARO;513;513
MULTIPOLYGON(((7183672.12023926 675251.120239258,7183676.23022461 675308.82019043,7183662.25140381 675310.104431152,7183660.26702881 675309.855407715,7183642.17022705 675253.170227051,7183672.12023926 675251.120239258)));ENGENHEIRO AUGUSTO GROHS;514;514
MULTIPOLYGON(((7183247.69140625 675510.976013184,7183281.65942383 675520.788635254,7183282.10601807 675526.518798828,7183259.31079102 675536.43182373,7183247.69140625 675510.976013184)));FROFESSOR FERNANDO LACERDA CARNEIRO;515;515
MULTIPOLYGON(((7181763.02301025 673268.347412109,7181793.29522705 673256.60144043,7181840.62121582 673374.426025391,7181805.61462402 673388.597229004,7181759.73199463 673276.153015137,7181763.02301025 673268.347412109)));IPIRANGA;516;516
MULTIPOLYGON(((7181822.35723877 673283.657592773,7181816.77423096 673270.023986816,7181827.39202881 673281.558410645,7181822.35723877 673283.657592773)));null;517;517
MULTIPOLYGON(((7181733.19018555 672904.180236816,7181714.10198975 672856.677001953,7181715.15643311 672855.995605469,7181752.23022461 672894.910217285,7181733.19018555 672904.180236816)));PADRE SÍLVIO SATTLER;518;518
MULTIPOLYGON(((7180905.15020752 672970.800231934,7180912.27758789 672941.730224609,7180921.98718262 672939.273986816,7180931.75018311 672977.940185547,7180905.15020752 672970.800231934)));null;519;519
MULTIPOLYGON(((7180453.75579834 675347.349609375,7180472.7590332 675339.281433105,7180467.68060303 675328.031433105,7180464.44683838 675320.8671875,7180500.00018311 675305.660217285,7180521.5302124 675296.450195312,7180524.22064209 675302.626220703,7180529.66381836 675315.120788574,7180564.81719971 675300.19543457,7180608.91900635 675400.892822266,7180498.29882812 675448.586425781,7180453.75579834 675347.349609375)));ALFREDO HAUER;520;520
MULTIPOLYGON(((7181292.67962646 676638.350219727,7181300.23944092 676655.570007324,7181200.49523926 676726.433410645,7181183.32263184 676686.709228516,7181187.38000488 676684.915039062,7181243.92559814 676659.909790039,7181292.67962646 676638.350219727)));NAIR PEREIRA QUEIROLO;521;521
MULTIPOLYGON(((7192207.68023682 675448.660217285,7192205.60021973 675428.700195312,7192233.8302002 675426.15020752,7192231.71020508 675406.290222168,7192238.89221191 675405.37701416,7192238.55023193 675395.15020752,7192264.81542969 675392.5,7192270.73022461 675453.280212402,7192273.21020508 675473.480224609,7192243.40020752 675475.82019043,7192244.87023926 675495.770202637,7192240.45062256 675496.374389648,7192239.14019775 675481.960205078,7192219.40020752 675483.330200195,7192216.65063477 675447.798217773,7192207.68023682 675448.660217285)));LUÍS GONZAGA DOS SANTOS;522;522
MULTIPOLYGON(((7192516.95843506 675814.116821289,7192522.62683105 675790.196594238,7192528.71020508 675810.700195312,7192516.95843506 675814.116821289)));null;523;523
MULTIPOLYGON(((7192195.53399658 678683.259216309,7192195.50323486 678667.953430176,7192199.95440674 678651.466796875,7192223.02178955 678671.178222656,7192202.99261475 678686.880004883,7192195.53399658 678683.259216309)));CARMINDA GONSALVES OLIVEIRA;524;524
MULTIPOLYGON(((7192812.94958496 680159.765991211,7192777.0513916 680185.864196777,7192761.13781738 680165.369384766,7192772.61663818 680153.640197754,7192812.94958496 680159.765991211)));null;525;525
MULTIPOLYGON(((7192413.47540283 676731.76361084,7192381.87261963 676695.471984863,7192394.90118408 676697.866821289,7192443.18499756 676712.152587891,7192413.47540283 676731.76361084)));SEMEN UNIGA;526;526
MULTIPOLYGON(((7190473.15820312 675198.446411133,7190505.82781982 675232.18963623,7190509.23962402 675257.588806152,7190506.55200195 675260.626403809,7190484.65460205 675260.325805664,7190451.68164062 675219.843017578,7190473.15820312 675198.446411133)));ALCEBIADES DE OLIVEIRA;527;527
MULTIPOLYGON(((7189849.19018555 676166.970214844,7189931.14459229 676237.307006836,7189918.00018311 676252.540222168,7189836.10021973 676182.250183105,7189849.19018555 676166.970214844)));null;528;528
MULTIPOLYGON(((7189033.72021484 676035.220214844,7189010.26959229 676014.568603516,7189033.80023193 675996.090209961,7189033.72021484 676035.220214844)));NILSEU BROCK;529;529
MULTIPOLYGON(((7188241.85302734 676445.61138916,7188239.06280518 676436.278442383,7188251.84863281 676426.635986328,7188250.0579834 676446.130187988,7188241.85302734 676445.61138916)));MAJOR AVIADOR IDEGALDO COUTINHO BACCI;530;530
MULTIPOLYGON(((7188026.19018555 675851.07019043,7188064.51422119 675855.886230469,7188023.25018311 675881.910217285,7188026.19018555 675851.07019043)));ISAAC MILDER;531;531
MULTIPOLYGON(((7188199.74658203 675772.711791992,7188183.23339844 675783.131835938,7188192.27661133 675767.362426758,7188199.74658203 675772.711791992)));GUILHERME RONCONI;532;532
MULTIPOLYGON(((7188159.46881104 675560.282592773,7188174.82843018 675541.510803223,7188223.56182861 675561.137390137,7188184.32159424 675558.567993164,7188181.09423828 675562.695800781,7188179.92858887 675561.319396973,7188178.55822754 675560.146606445,7188177.01843262 675559.207214355,7188175.34838867 675558.525634766,7188173.59100342 675558.11920166,7188171.79138184 675557.998413086,7188169.99542236 675558.16619873,7188168.24920654 675558.618408203,7188166.59759521 675559.343383789,7188165.08282471 675560.322631836,7188163.74359131 675561.530822754,7188162.61444092 675562.937438965,7188159.46881104 675560.282592773)));null;533;533
MULTIPOLYGON(((7188367.09020996 675613.130187988,7188379.86260986 675610.414001465,7188371.09020996 675619.740234375,7188367.09020996 675613.130187988)));PADRE BONIFÁCIO KLEINPASS;534;535
MULTIPOLYGON(((7188278.22021484 675406.660217285,7188322.00360107 675352.936584473,7188297.49023438 675416.190185547,7188297.7802124 675415.270202637,7188297.90020752 675414.280212402,7188297.66021729 675413.210205078,7188297.19018555 675412.260192871,7188296.65020752 675411.470214844,7188295.91021729 675410.920227051,7188283.5602417 675405.690185547,7188282.17022705 675405.330200195,7188280.99023438 675405.380187988,7188280.2802124 675405.520202637,7188279.66021729 675405.760192871,7188278.82019043 675406.140197754,7188278.22021484 675406.660217285)));PAUL HARRIS;535;536
MULTIPOLYGON(((7188441.23022461 675295.690185547,7188479.87280273 675336.408203125,7188431.74023438 675325.460205078,7188441.23022461 675295.690185547)));GENERAL SAN MARTIN;536;537
MULTIPOLYGON(((7188444.17022705 674703.100219727,7188442.88018799 674700.970214844,7188406.50018311 674690.430236816,7188416.62103271 674687.102600098,7188450.75958252 674673.46661377,7188444.17022705 674703.100219727)));PROSDÓCIMO GUERRA;537;538
MULTIPOLYGON(((7188177.91021729 674866.40020752,7188172.70483398 674884.044799805,7188163.04443359 674900.249023438,7188154.24023438 674892.560241699,7188177.91021729 674866.40020752)));ENGENHEIRO SAVINO FOLLONI;538;539
MULTIPOLYGON(((7188144.08758545 675290.252990723,7188142.12023926 675277.010192871,7188149.2869873 675283.096801758,7188144.08758545 675290.252990723)));MÁRIO BANDEIRA ROCHA;539;540
MULTIPOLYGON(((7187760.51519775 675191.19543457,7187741.2855835 675203.312011719,7187738.32623291 675182.076416016,7187760.51519775 675191.19543457)));VIVIAN CALOPRESO BRAGA;540;541
MULTIPOLYGON(((7187719.26202393 675907.531616211,7187718.66082764 675913.231994629,7187717.92980957 675920.194030762,7187717.41442871 675925.103393555,7187643.25018311 675916.880187988,7187626.05023193 675896.15020752,7187719.26202393 675907.531616211)));RUI CASTRO DOS SANTOS;541;542
MULTIPOLYGON(((7187746.20019531 676081.790222168,7187749.40240479 676053.065185547,7187753.3458252 676050.29699707,7187769.25018311 676065.710205078,7187747.5302124 676079.770202637,7187746.20019531 676081.790222168)));BEREL BRIK;542;543
MULTIPOLYGON(((7188132.73022461 676444.600219727,7188142.1907959 676434.804992676,7188167.27941895 676448.236633301,7188132.73022461 676444.600219727)));PROFESSOR OSWALDO DÓRIA;543;544
MULTIPOLYGON(((7187838.77020264 676353.410217285,7187834.07781982 676396.660827637,7187826.93682861 676395.985412598,7187814.9866333 676352.483032227,7187838.77020264 676353.410217285)));null;544;545
MULTIPOLYGON(((7187666.9800415 676924.131835938,7187656.26043701 676930.059020996,7187657.05761719 676923.053039551,7187666.9800415 676924.131835938)));VICTO PAVIM JOHNSSON;545;546
MULTIPOLYGON(((7187120.36022949 676851.860229492,7187118.38342285 676870.02923584,7187091.85662842 676867.418029785,7187093.69903564 676849.168640137,7187120.36022949 676851.860229492)));MARIA PHILOMENA DE LUCA MONDRONE;546;547
MULTIPOLYGON(((7187238.28100586 676646.99798584,7187240.45782471 676626.627441406,7187245.35021973 676627.15020752,7187245.80639648 676622.968811035,7187263.47662354 676625.099609375,7187263.24023438 676627.060241699,7187264.8302002 676629.240234375,7187267.58660889 676629.52923584,7187265.45220947 676649.412231445,7187263.57019043 676649.210205078,7187261.3102417 676651.050231934,7187261.15142822 676652.539001465,7187242.7802124 676650.940185547,7187242.19018555 676648.260192871,7187240.52020264 676647.480224609,7187238.28100586 676646.99798584)));null;547;548
MULTIPOLYGON(((7187402.36401367 676629.860595703,7187417.33203125 676645.143005371,7187401.00439453 676643.39642334,7187402.36401367 676629.860595703)));ADELINA DUTRA SANSON;548;549
MULTIPOLYGON(((7183802.77020264 670987.790222168,7183800.21661377 670992.437805176,7183794.16461182 670998.774597168,7183789.8302002 670987.630187988,7183790.52020264 670988.760192871,7183793.49023438 670989.980224609,7183796.73022461 670990.600219727,7183800.64019775 670989.420227051,7183802.77020264 670987.790222168)));null;549;550
MULTIPOLYGON(((7184490.80023193 670747.880187988,7184475.04138184 670721.946838379,7184482.2802124 670716.160217285,7184486.52020264 670737.710205078,7184490.80023193 670747.880187988)));ELEONORA VALENTE;550;551
MULTIPOLYGON(((7184193.57019043 670141.440185547,7184195.9552002 670152.742614746,7184189.67260742 670156.756408691,7184180.72021484 670149.260192871,7184193.57019043 670141.440185547)));null;551;552
MULTIPOLYGON(((7184596.5602417 669522.740234375,7184590.81640625 669499.757629395,7184701.02020264 669457.690185547,7184710.16021729 669494.330200195,7184711.13079834 669498.303222656,7184712.55499268 669504.131591797,7184713.94018555 669509.800231934,7184728.95019531 669569.240234375,7184730.0289917 669573.566589355,7184731.48059082 669579.388183594,7184732.79022217 669584.640197754,7184747.89019775 669643.740234375,7184749.06158447 669648.545227051,7184750.48278809 669654.374389648,7184751.63018799 669659.080200195,7184759.64019775 669690.000183105,7184754.91021729 669691.210205078,7184792.7802124 669841.870239258,7184783.12023926 669860.350219727,7184778.80023193 669843.750183105,7184777.5604248 669838.665039062,7184776.13903809 669832.835632324,7184774.96020508 669828.000183105,7184760.14019775 669769.390197754,7184758.77380371 669763.931396484,7184757.3170166 669758.111022949,7184755.89019775 669752.410217285,7184741.2802124 669694.290222168,7184739.98260498 669688.239807129,7184738.72381592 669682.36920166,7184737.54022217 669676.850219727,7184722.69018555 669618.590209961,7184721.19641113 669613.706787109,7184719.43920898 669607.962402344,7184717.97021484 669603.160217285,7184703.21020508 669544.950195312,7184701.67163086 669539.147399902,7184700.13378906 669533.347412109,7184698.61022949 669527.600219727,7184691.5302124 669498.520202637,7184596.5602417 669522.740234375)));ENGENHEIRO AMUR RAPHAEL GRASSI MATTEI;552;553
MULTIPOLYGON(((7185049.04022217 670738.330200195,7185047.57598877 670718.563232422,7185058.65020752 670739.200195312,7185056.10021973 670736.190185547,7185051.79022217 670736.07019043,7185049.04022217 670738.330200195)));LEODENIR VENDRAMIN;553;554
MULTIPOLYGON(((7185636.12023926 668887.960205078,7185629.72021484 668887.130187988,7185631.46881104 668878.229614258,7185634.74884033 668861.690185547,7185636.02722168 668849.073791504,7185636.26922607 668836.379638672,7185635.49200439 668824.476013184,7185633.23620605 668809.608398438,7185613.65722656 668713.215393066,7185635.15863037 668701.952636719,7185635.81060791 668702.483825684,7185635.51098633 668727.467590332,7185637.94281006 668743.917236328,7185636.2366333 668887.430786133,7185636.12023926 668887.960205078)));RUBEN DARIO;554;555
MULTIPOLYGON(((7183386.54022217 674166.660217285,7183386.70983887 674118.641235352,7183419.16021729 674152.220214844,7183386.54022217 674166.660217285)));ALCINDA GOMES CHAGAS;555;556
MULTIPOLYGON(((7182995.29022217 676790.450195312,7183006.30023193 676807.290222168,7182999.2510376 676811.041992188,7182998.27441406 676811.279418945,7182997.37878418 676811.648010254,7182996.60058594 676812.108642578,7182995.9630127 676812.610412598,7182995.32403564 676813.268005371,7182988.41021729 676817.220214844,7182978.40142822 676801.693237305,7182995.29022217 676790.450195312)));null;556;557
MULTIPOLYGON(((7180218.66900635 676384.00958252,7180192.63043213 676395.134033203,7180192.25280762 676395.295593262,7180191.8605957 676395.418029785,7180191.45819092 676395.5,7180191.04943848 676395.540588379,7180190.63861084 676395.539611816,7180190.23022461 676395.496826172,7180189.82818604 676395.412841797,7180189.43658447 676395.288391113,7180189.05981445 676395.125,7180188.70159912 676394.92401123,7180188.36560059 676394.68762207,7180188.05541992 676394.418395996,7180187.77398682 676394.11920166,7180187.52459717 676393.792785645,7180187.30963135 676393.442810059,7180187.13122559 676393.072814941,7180186.99139404 676392.686584473,7180186.89160156 676392.288208008,7180186.8326416 676391.881591797,7180186.81518555 676391.471191406,7180186.83959961 676391.061218262,7180186.90563965 676390.655822754,7180187.01239014 676390.259216309,7180187.66320801 676388.253601074,7180188.50378418 676386.023803711,7180210.41003418 676332.199401855,7180215.02600098 676320.858032227,7180215.96258545 676318.877807617,7180216.94958496 676317.231018066,7180218.09320068 676315.688781738,7180219.38262939 676314.266418457,7180220.80523682 676312.976989746,7180222.347229 676311.833190918,7180223.99401855 676310.846191406,7180225.72961426 676310.025390625,7180227.53723145 676309.378601074,7180229.39959717 676308.911987305,7180231.29882812 676308.630432129,7180233.21643066 676308.536193848,7180235.1340332 676308.630432129,7180237.03320312 676308.911987305,7180238.89538574 676309.378601074,7180240.95800781 676310.116638184,7180247.05560303 676312.54498291,7180308.18164062 676336.941040039,7180308.60583496 676337.135009766,7180309.0090332 676337.369628906,7180309.38720703 676337.64263916,7180309.73681641 676337.951416016,7180310.05438232 676338.293029785,7180310.33703613 676338.664001465,7180310.58203125 676339.061218262,7180310.7868042 676339.480224609,7180310.94940186 676339.917419434,7180311.06842041 676340.368408203,7180311.14263916 676340.829040527,7180311.17138672 676341.294616699,7180311.15423584 676341.760620117,7180311.09161377 676342.222839355,7180310.98382568 676342.676818848,7180310.83203125 676343.117797852,7180310.63781738 676343.541992188,7180310.40301514 676343.945007324,7180310.12963867 676344.322998047,7180309.82061768 676344.672424316,7180309.4788208 676344.989807129,7180309.10760498 676345.272216797,7180308.71038818 676345.516784668,7180308.29119873 676345.721191406,7180221.24401855 676382.909606934,7180218.66900635 676384.00958252)));DOUTOR JOAQUIM MENELAU DE ALMEIDA TORRES;557;558
MULTIPOLYGON(((7186369.61022949 672710.530212402,7186379.3102417 672706.590209961,7186375.45178223 672724.745605469,7186369.61022949 672710.530212402)));RAMIRO TREVISAN;558;604
MULTIPOLYGON(((7186406.40020752 672551.690185547,7186413.00018311 672548.920227051,7186410.37280273 672561.231994629,7186406.40020752 672551.690185547)));OLGA EDITH DE MENEZES;559;605
MULTIPOLYGON(((7186197.69421387 675629.890991211,7186227.00842285 675633.397033691,7186221.43023682 675691.950195312,7186215.41442871 675676.220214844,7186202.43023682 675674.950195312,7186204.61462402 675647.984802246,7186197.69421387 675629.890991211)));NATÁLIO SANTOS;560;606
MULTIPOLYGON(((7180236.69140625 676419.067810059,7180245.04663086 676415.49822998,7180248.79760742 676416.251220703,7180285.82000732 676400.434631348,7180297.53222656 676395.377807617,7180327.34204102 676382.64239502,7180327.51239014 676382.579406738,7180327.68841553 676382.53338623,7180327.86779785 676382.505004883,7180328.04919434 676382.49420166,7180328.23083496 676382.501403809,7180328.41082764 676382.526428223,7180328.58740234 676382.569030762,7180328.75921631 676382.62878418,7180328.92401123 676382.705200195,7180329.08062744 676382.797424316,7180329.22741699 676382.904602051,7180329.36303711 676383.025817871,7180329.48583984 676383.159606934,7180329.59503174 676383.30480957,7180329.68939209 676383.460205078,7180329.76800537 676383.624023438,7180329.8302002 676383.794799805,7180329.87518311 676383.970825195,7180329.90283203 676384.150634766,7180329.91241455 676384.33203125,7180329.90423584 676384.51361084,7180329.83459473 676384.869812012,7180329.77380371 676385.04119873,7180317.18103027 676416.633239746,7180310.38360596 676433.685791016,7180301.60638428 676455.705810547,7180300.46142578 676458.578613281,7180299.4855957 676459.893981934,7180298.20721436 676461.304626465,7180296.79681396 676462.583007812,7180295.26763916 676463.717041016,7180293.63482666 676464.695617676,7180291.91400146 676465.50958252,7180290.12158203 676466.151000977,7180288.27502441 676466.61340332,7180286.39202881 676466.892822266,7180284.49060059 676466.986206055,7180282.5892334 676466.892822266,7180280.70623779 676466.61340332,7180278.85961914 676466.151000977,7180276.83581543 676465.426818848,7180263.13500977 676459.988586426,7180205.77203369 676437.219421387,7180205.53161621 676437.109985352,7180205.30340576 676436.977233887,7180205.0894165 676436.822387695,7180204.89178467 676436.647033691,7180204.71258545 676436.45300293,7180204.55358887 676436.2421875,7180204.41619873 676436.016601562,7180204.30200195 676435.778625488,7180204.21179199 676435.530212402,7180204.14660645 676435.274230957,7180204.10742188 676435.013000488,7180204.09423828 676434.749389648,7180204.10723877 676434.485595703,7180204.14642334 676434.22442627,7180204.21124268 676433.968200684,7180204.3012085 676433.720031738,7180204.41522217 676433.481811523,7180204.5524292 676433.256225586,7180204.71142578 676433.045227051,7180204.89044189 676432.851013184,7180205.08782959 676432.675598145,7180205.30163574 676432.520629883,7180205.52978516 676432.387634277,7180205.77020264 676432.278015137,7180234.11639404 676420.167785645,7180236.69140625 676419.067810059)));DOUTOR JOAQUIM MENELAU DE ALMEIDA TORRES;561;559
MULTIPOLYGON(((7189495.54022217 676003.710205078,7189500.73181152 675995.459594727,7189503.5802002 675986.987426758,7189516.00439453 675979.356628418,7189519.50958252 675975.096191406,7189530.75140381 675967.484436035,7189539.28643799 675962.281799316,7189541.48022461 675959.850219727,7189549.56079102 675955.826782227,7189556.43701172 675951.25604248,7189565.85021973 675950.200195312,7189499.84320068 676007.711242676,7189495.54022217 676003.710205078)));FELIPE NIEVOLA;562;560
MULTIPOLYGON(((7188021.16021729 675832.000183105,7187903.45019531 675817.310424805,7187920.3538208 675688.44921875,7188036.01019287 675701.830200195,7188021.16021729 675832.000183105)));BRIGADEIRO DO AR MÁRIO CALMON EPPINGHAUS;563;561
MULTIPOLYGON(((7188503.3012085 675468.031188965,7188485.2130127 675488.585632324,7188482.57061768 675491.588439941,7188466.94262695 675509.346984863,7188463.04724121 675494.471191406,7188461.73919678 675489.476196289,7188456.76141357 675470.466186523,7188457.54998779 675469.570007324,7188460.19262695 675466.567199707,7188463.93139648 675462.318603516,7188466.99560547 675458.836608887,7188478.28082275 675446.012817383,7188490.51403809 675456.778198242,7188493.72839355 675459.606994629,7188503.3012085 675468.031188965)));SÃO PAULO DA CRUZ;564;562
MULTIPOLYGON(((7188234.43023682 675546.140197754,7188236.93023682 675546.340209961,7188239.93023682 675546.080200195,7188242.99023438 675545.090209961,7188245.72021484 675543.640197754,7188247.47021484 675542.40020752,7188248.97021484 675540.410217285,7188265.01019287 675500.000183105,7188264.03118896 675504.704406738,7188263.52484131 675507.622009277,7188262.96679688 675511.662231445,7188262.56359863 675515.822021484,7188262.33599854 675519.871582031,7188262.26983643 675523.307189941,7188262.34143066 675527.377624512,7188262.53540039 675530.905029297,7188262.98339844 675535.581420898,7188263.37963867 675538.535827637,7188263.82678223 675541.280822754,7188264.42022705 675544.356628418,7188265.28381348 675548.129211426,7188266.37683105 675552.162414551,7188267.40179443 675555.451599121,7188269.15942383 675560.452392578,7188234.43023682 675546.140197754)));null;565;563
MULTIPOLYGON(((7188118.39019775 675318.660217285,7188125.98022461 675294.720214844,7188130.93341064 675323.855041504,7188118.39019775 675318.660217285)));JOSÉ DE OLIVEIRA ROCHA;566;564
MULTIPOLYGON(((7187228.83459473 676460.111999512,7187183.02423096 676455.380615234,7187186.6628418 676421.169006348,7187228.83459473 676460.111999512)));DESEMBARGADOR ACYR SALDANHA LOYOLA;567;565
MULTIPOLYGON(((7187160.3102417 676348.410217285,7187119.63018799 676321.370239258,7187161.99743652 676325.892211914,7187160.22021484 676346.480224609,7187160.3102417 676348.410217285)));POETA LEONARDO HENKE;568;566
MULTIPOLYGON(((7188203.82220459 676855.830200195,7188182.41558838 676851.867614746,7188193.21520996 676840.937805176,7188203.82220459 676855.830200195)));null;569;567
MULTIPOLYGON(((7190962.45819092 673827.382629395,7190960.34179688 673875.88659668,7190940.45581055 673860.841796875,7190962.45819092 673827.382629395)));DOUTOR LUIZ GONZAGA DA MOTTA RIBEIRO FILHO;570;568
MULTIPOLYGON(((7191099.30743408 667685.157836914,7191121.35339355 667674.855041504,7191112.36138916 667655.614013672,7191110.5526123 667651.743408203,7191110.31201172 667649.859619141,7191112.73840332 667636.127441406,7191113.24578857 667633.985839844,7191113.85198975 667632.041809082,7191114.5723877 667630.141235352,7191115.41021729 667628.277404785,7191116.42163086 667626.356018066,7191117.66900635 667624.329223633,7191118.99798584 667622.468994141,7191120.32183838 667620.848388672,7191121.85223389 667619.201782227,7191123.15118408 667617.961425781,7191124.59143066 667616.728820801,7191125.65100098 667615.906188965,7191126.98919678 667614.958618164,7191128.59442139 667613.943603516,7191153.44281006 667600.645996094,7191154.76721191 667599.937194824,7191225.29962158 667562.190795898,7191226.62261963 667561.482788086,7191254.0513916 667546.804626465,7191256.13739014 667545.827636719,7191258.27539062 667545.092041016,7191260.47943115 667544.588439941,7191262.72442627 667544.322387695,7191264.98522949 667544.296813965,7191267.27819824 667544.516235352,7191272.07879639 667545.235595703,7191281.48162842 667547.400634766,7191283.35223389 667551.977783203,7191285.67163086 667558.210205078,7191293.13543701 667576.059020996,7191304.18261719 667604.303588867,7191186.83660889 667664.169616699,7191195.35040283 667684.370422363,7191187.96038818 667688.830383301,7191184.50042725 667690.940429688,7191176.5803833 667694.470397949,7191169.35040283 667698.410400391,7191168.29040527 667698.970397949,7191164.17041016 667700.980407715,7191162.03039551 667702.930419922,7191159.45043945 667706.020385742,7191155.68041992 667708.280395508,7191147.48040771 667711.160400391,7191142.5604248 667717.680419922,7191138.54040527 667717.850402832,7191134.04040527 667717.760437012,7191129.94042969 667719.300415039,7191125.91040039 667719.57043457,7191121.90039062 667720.920410156,7191117.76043701 667721.730407715,7191104.80041504 667725.942993164,7191099.30743408 667685.157836914)));ANTÔNIO BERTOLY;571;569
MULTIPOLYGON(((7182434.07019043 667058.710205078,7182429.57019043 667018.590209961,7182439.47021484 667020.190185547,7182446.57019043 667021.290222168,7182471.51019287 667022.670227051,7182486.49023438 667025.100219727,7182493.91021729 667026.760192871,7182500.00018311 667029.350219727,7182501.46020508 667029.970214844,7182512.24023438 667035.030212402,7182525.25018311 667042.030212402,7182540.85021973 667048.220214844,7182548.87023926 667050.240234375,7182558.59020996 667051.370239258,7182573.51019287 667051.57019043,7182601.89019775 667051.010192871,7182629.54022217 667048.260192871,7182650.19018555 667045.590209961,7182677.49023438 667043.250183105,7182687.72021484 667041.190185547,7182697.15020752 667039.420227051,7182710.38018799 667035.060241699,7182720.36022949 667030.880187988,7182732.97021484 667024.810241699,7182740.16021729 667020.190185547,7182748.14019775 667014.740234375,7182762.91021729 667004.450195312,7182769.3302002 667000.000183105,7182777.70019531 666994.200195312,7182784.40020752 666989.860229492,7182787.72021484 666993.020202637,7182791.41021729 666997.370239258,7182793.32019043 667000.000183105,7182796.51080322 667004.274414062,7182793.34698486 667005.762390137,7182715.49041748 667040.026794434,7182713.63598633 667041.182006836,7182693.26098633 667053.525390625,7182686.5 667060.99798584,7182675.11322021 667075.587585449,7182666.57299805 667083.060241699,7182653.05102539 667084.839599609,7182634.54724121 667079.145996094,7182619.24603271 667076.299194336,7182590.77862549 667071.317382812,7182581.1708374 667067.759033203,7182559.10864258 667059.930603027,7182543.45159912 667056.372009277,7182506.79980469 667046.05279541,7182496.48040771 667040.359191895,7182485.44940186 667033.954040527,7182477.6697998 667032.709411621,7182473.73419189 667033.330993652,7182459.23901367 667037.446228027,7182443.31439209 667050.283996582,7182438.46203613 667054.742004395,7182434.07019043 667058.710205078)));null;572;570
MULTIPOLYGON(((7180159.54943848 674299.004211426,7180159.45300293 674295.421203613,7180159.47601318 674291.434204102,7180159.60638428 674287.985412598,7180159.89483643 674283.893981934,7180160.26361084 674280.341003418,7180160.85021973 674276.096435547,7180161.66943359 674271.490600586,7180162.52203369 674267.557189941,7180163.63580322 674263.198608398,7180175.69360352 674272.282836914,7180185.99023438 674280.42401123,7180201.27160645 674292.506591797,7180210.4697876 674298.650817871,7180210.24542236 674301.140808105,7180164.57141113 674320.941833496,7180162.33380127 674319.819641113,7180161.74639893 674317.085205078,7180161.11999512 674313.734191895,7180160.54724121 674310.044433594,7180160.10400391 674306.437438965,7180159.75482178 674302.559814453,7180159.54943848 674299.004211426)));JOÃO ANTÔNIO PEREIRA DA SILVA (JOÃO LAMEIRO);573;571
